event_id,year,quarter,date_iso,ordering,title_da,title_en,text_da,text_en,bookmark_title_da,bookmark_title_en,legacy_slug,year_heading_da,year_heading_en,source_id
T0794,1858,4,1858-10-00,26,Oktober eller november,October or November,"<p>Læser som den første danske digter højt i den tidligste arbejderforening</p> <blockquote>(""da Arbeiderklassen første Gang samledes i Forening, var jeg, i 1858, den, som brød Isen, og det er en Ære, som jeg ikke vil give slip paa"",<br> fortsættelsen af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=802"">Mit Livs Eventyr</a></em>).</blockquote> <p>Oplæsningen var et stort tilløbsstykke.<br> HCA var nervøs ved det uvante publikum:</p> <blockquote>""Det var paa en uhyggelig, bevæget Tid i Kjøbenhavn. Der strømmede langt flere Folk til, end der var Plads til i den store Sal; udenfor trængde Mængden sig tæt op til Vinduerne og forlangte, at disse skulde aabnes; det var for et nerveust, frygtsomt Gemyt som mit ganske overvældende. Dog, saasnart jeg stod paa Talerstolen forsvandt al Frygt""<br> (i fortsættelsen af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=802"">Mit Livs Eventyr</a></em>).</blockquote> <p>Over for arbejderpublikummet introducerer HCA digtekunsten som ""den Kunst, der aabner vore Øine og vort Hjerte for det Skjønne, det Sande og det Gode"", og han bruger samme billede som i romanen <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=404"">De to Baronesser</a>,</em> billedet med den røde tråd, der løber gennem alt tovværk i den engelske marine:</p> <blockquote>""Gjennem alle Menneskers Liv og Levnet gaaer der ogsaa en Traad, en usynlig Traad, der viser, at vi tilhøre Gud. At finde denne Traad i Smaat og Stort, i vort eget Liv, i Alt uden om os, det skal Digtekunsten hjælpe os til"". HCA slutter sin introduktion af med ordene: ""Saaledes stiller Digtekunsten sig ved Siden af Videnskaben og aabner vort Øie for det Skjønne, Sande og Gode""<br> (smstds.).</blockquote>","<p>Is the first Danish writer to read aloud for the oldest association of workers (""when the working class gathered for the first time in an association, I, in 1858, was the one who broke the ice. It is an honour I will not lose sight of"", in the continuation of <em>Mit Livs Eventyr (The Fairy Tale of My Life)</em>). The reading drew a great crowd. HCA was nervous about this new audience which he was unaccustomed to:</p> <blockquote> <p>""It was an uneasy and agitated time in Copenhagen. Far more people crowded in than the great hall could seat; outside, throngs of people leaned against the windows, demanding these be opened; it was quite overwhelming for a highly strung, timid nature such as mine<em>.</em> However, as soon as I stood on the platform all my fears were gone! (in the continuation of <em>Mit Livs Eventyr (The Fairy Tale of My Life)</em>).</p> </blockquote> <p>To the working-class audience HCA introduces the art of writing as ""the art that opens our eyes and our hearts to the presence of beauty, truth and the good"", and he uses imagery prevalent in the novel <em>De to Baronesser (The Two Baronesses),</em> namely the red thread that runs through all the rope in the English navy:</p> <blockquote> <p>""Through the lives of all people there is also a thread, an invisible thread that shows we belong to God. To find this thread in that which is small as well as great, in our own lives, in everything around us, that is what the art of writing must help us achieve"". HCA ends his introduction with the words: ""In this way, the art of writing is equal to science in that it opens our eyes to beauty, truth and the good"" (ibid).</p> </blockquote>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,794
T0795,1858,4,1858-12-00,27,December,December,"<p>I Folkekalender for Danmark 1859 trykkes ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=133"">De Vises Steen</a>. Et Eventyr"".</p>","<p>The fairy-tale ""De Vises Steen"" (The Stone of the Wise Man) is printed in Folkekalender for Danmark 1859.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,795
T0796,1858,4,1858-12-02,28,,,"<p>I et brev til fru Henriette Scavenius på Basnæs (utrykt) beretter HCA:</p> <blockquote>""Fra Ungarn er sendt mig en ungarisk Udgave af mine Eventyr, disse og fire af Romanerne ere nu i ungarisk, bøhmisk, russisk og polsk; altsaa i fire slaviske Sprog, det er en underlig Lykkestjerne der svæver over mine Skrifter"".</blockquote>","<p>In a letter to Mrs. Henriette Scavenius at Basnæs HCA reports:</p> <blockquote> “A Hungarian edition of my Fairytales has been sent me from Hungary, These fairytales and four of the novels are now available in Hungarian, Bohemian, Russian and Polish; that’s four Slavonic languages, it is a strange lucky star that floats above my writings”.</blockquote>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,796
T0797,1858,4,1858-12-15,29,,,"<p>Hører fra sin tyske forlægger Wiedemann, at hans <em>Skrifter</em> er udkommet på fransk.</p>","<p>Hears from Wiedeman, his German publisher, that his work <em>Skrifter (Writings)</em> has been released in France.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,797
T0798,1858,4,1858-12-15,30,,,"<p>Premiere på Casino på eventyrkomedien <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=621"">Lykkens Blomst</a>,</em> der havde haft førsteopførelse på Det kgl. Teater 1845. Opføres på Casino i alt 3 gange i HCAs levetid.</p>","<p>Premiere at the Casino theatre of the fairy-comedy <em>Lykkens Blomst (The Flower of Happiness),</em> which had first been performed at the Royal Theatre in 1845. Is staged at Casino 3 times during HCA's life.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,798
T0799,1858,4,1858-12-18,31,,,<p>Rejser til Basnæs med en enkelt nat i Sorø. Er på Basnæs d. 19. december-3. januar.</p>,"<p>Travels to Basnæs, staying one night in Sorø on the way. At Basnæs Estate from 19th December - 3rd January.</p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,799
T0800,1858,4,1858-12-19,32,,,"<p>Er der på Det kgl. Teater premiere på Bournonvilles ballet <em>Blomsterfesten i Genzano</em> med musik af Edv. Helsted og H.S. Paulli. Ballettens emne er inspireret af skildringen af den italienske folkefest i HCAs <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=401"">Improvisatoren</a>.</em></p>","<p>Premiere at the Royal Theatre of Bournonville's ballet <em>Blomsterfesten i Genzano (The Flower Festival in Genzano)</em>, with music by Edv. Helsted and H.S. Paulli. The subject of the ballet is inspired by the depiction of the Italian folk festival in HCA's novel <em>Improvisatoren (The Improvisatore).</em></p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,800
T0801,1858,4,1858-12-31,33,Pr. 31. december,,<p>Opgøres HCAs formue til 6.516 rdl.<br> <br> </p>,"<p>HCA's assets amount to 6,516 rdl..<br> <br> </p>",,,,Kontakt med Arbejderforeningen,Contact with the Workers' Association,801
T0802,1859,,1859-00-00,1,Dette år,In this year,<p>Udkommer en samling på 14 HCA-eventyr i polsk oversættelse ved Fr.H. Lewestam (Warszawa). Lewestam var af dansk afstamning.</p>,<p>A collection of 14 fairy-tales by HCA is released in a Polish translation by Fr.H. Levestam (Warsaw). Lewestam was of Danish descent.</p>,Den store Jyllandsrejse,The Great Journey to Jutland,rejse,Den store Jyllands-rejse,The Great Journey to Jutland,802
T0803,1859,1,1859-01-03,2,,,<p>Tilbage til København.</p>,<p>Returns to Copenhagen.</p>,,,,Den store Jyllands-rejse,The Great Journey to Jutland,803
T0804,1859,1,1859-02-19,3,,,<p>Læser eventyr og historier højt i Studenterforeningen.</p>,<p>Reads fairy-tales and stories aloud at the Students' Association.</p>,,,,Den store Jyllands-rejse,The Great Journey to Jutland,804
T0805,1859,1,1859-03-00,4,Marts,March,"<p>Løjtnant Vilhelm Pedersen, illustratoren af HCAs eventyr, dør.</p>","<p>Death of Lieutenant Vilhelm Pedersen, an illustrator of HCA's fairy-tales.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,805
T0806,1859,1,1859-03-24,5,,,"<p>Udkommer <em>Nye Eventyr og Historier. Tredie Samling</em> (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=134"">Vinden fortæller om Valdemar Daae og hans Døttre</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=135"">Pigen, som traadte paa Brødet</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=136"">Taarnvægteren Ole</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=137"">Anne Lisbeth</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=138"">Børnesnak</a>"", ""Et Stykke Perlesnor"").</p>","<p>Release of <em>Nye Eventyr og Historier. Tredie Samling (New Tales and Stories. Third Installment)</em> including ""Vinden fortæller om Valdemar Daae"" (The Wind Tells about Valdemar Daae and His Daughters), ""Pigen, der traadte paa Brødet"" (The Girl Who Trod on the Loaf), ""Taarnvægteren Ole"" (Ole, the Tower Keeper), ""Anne Lisbeth"", ""Børnesnak"" (Children's Prattle) and ""Et Stykke Perlesnor"" (A String of Pearls).</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,806
T0807,1859,2,1859-05-28,6,,,"<p>Budt til taffel på Frederiksborg Slot. Fr. VII vil gerne høre HCA læse ""Vinden fortæller..."" ude i naturen, så selskabet sejler ud på søen, hvor HCA i kongebåden læser ""om Riigdoms og Lykkens Henfaren"" (fortsættelsen af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=802"">Mit Livs Eventyr</a></em>). - HCA mindedes senere dette som et varsel, da slottet brændte.</p>","<p>Is invited to dine at Frederiksborg Castle. King Frederik VII wishes to hear HCA read ""The Wind Tells..."", outside in a nature setting. The party therefore sets sail on the lake and on the royal boat, HCA reads aloud: ""about the vanishing of riches and happiness"" (in the continuation of <em>Mit Livs Eventyr (The Fairy Tale of My Life).</em> - Because the castle burnt down, HCA would later remember this incident as a omen.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,807
T0808,1859,2,1859-06-01,7,,,<p>Tager til Ingemanns i Sorø og efter to overnatninger dér videre til Basnæs.</p>,"<p>Goes to the Ingemans' in Sorø and continues, after two nights, to Basnæs Estate.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,808
T0809,1859,2,1859-06-15,8,,,<p>Opgøres HCAs formue til 7.455 rdl.</p>,"<p>HCA's fortune amounts to 7,455 rdl.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,809
T0810,1859,2,1859-06-20,9,,,"<p>Af sted på Jyllandsrejsen. Over Korsør-Århus til Silkeborg. Ophold her hos Drewsens til 4. juli, derefter over Herning og Holstebro til Nørre Vosborg efter indbydelse fra etatsråd A.E.M. Tang.</p>","<p>Commences the trip to Jutland. Via Korsør-Århus to Silkeborg. Stays with the Drewsens here until 4th July, then continues via Herning and Holstebro to Nørre Vosborg, where he had been invited by A.E.M. Tang, the titular Councillor of State.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,810
T0811,1859,3,1859-07-05,10,5. - 21. juli,5th - 21st July,"<p>Ophold på Nørre Vosborg. D. 10. fest for HCA med o. 100 gæster, mest bønder. Udflugt til Vesterhavet og Husby præstegård. Skriver et digt, som skal sættes op på en tavle i et lysthus i haven.</p>","<p>Staying at Nørre Vosborg. A party is held for HCA on the 10th with approx. 100 guests, mostly farmers. Goes on an outing to see the North Sea and visit Husby Vicarage. Writes a poem which is to be inscribed on a plaque in a summerhouse in the garden.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,811
T0812,1859,3,1859-07-21,11,,,"<p>Videre til Fjaltring præstegård og udflugt herfra til Bovbjerg. Videre til Lemvig d. 23., ad Limfjorden forbi Struer og Thisted til Ålborg.</p>","<p>Continues to Fjaltring Vicarage and goes on an outing from here to Bovbjerg. On to Lemvig on 23rd, sailing on the Limfjord past Struer and Thisted to Ålborg.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,812
T0813,1859,3,1859-07-23,12,23. - 30. juli,23rd - 30th July,"<p>Gæst hos stiftamtmand Fritz Dahlstrøm (gift med H.C. Ørsteds datter, Sophie) i Ålborg. Modtages i Ålborg af bl.a. Anna Bjerring og hendes mor. Besøger i de kommende dage et par gange disse to. Møder i Ålborg maleren David Monies, der just er hjemkommen fra Paris. Hyldes af den lokale sangforening. Besøger biskop P.C. Kierkegaard, Søren Kierkegaards ældre bror, og træffer hos denne en gammel skolekammerat fra Slagelse-tiden, stadslæge David Vithusen, som han de følgende dage ser mere til.</p>","<p>In Ålborg, guest at the home of Fritz Dahlstrøm, prefect, (married to Sophie, daughter of H.C. Ørsted). HCA is also welcomed in Ålborg by Anna Bjerring and her mother, amongst others. In the next few weeks he visits them a couple of times. Also meets the painter David Monies, recently returned home from Paris. HCA is paid homage by the local choral society. Visits Bishop P.C. Kierkegaard, the elder brother of Søren Kierkegaard. Here he meets David Vithusen, the municipal officer of health, who is an old friend from the school-days in Slagelse. Sees more of him in the next few days.</p>",Skagen,"At Skagen, the Northern Point in Jutland",skagen,Den store Jyllands-rejse,The Great Journey to Jutland,813
T0814,1859,3,1859-07-30,13,,,"<p>Sejler med pram over Limfjorden til Nørresundby og afhentes her i vogn af godsejer Christian Michael Rottbøll, som fører ham til Børglum Kloster.</p> <blockquote>""Jeg fik et godt Værelse, hvor Biskop Kierkegaard har ligget og seet Spøgelser, en Skare Kanniker""<br> (dagbogen dags dato).</blockquote> <p>Spøgeriet på Børglum optager HCA meget:</p> <blockquote>""Det Første, jeg nu havde at gjøre var at [...] undersøge Værelset fra Gulv til Loft; ja jeg gik ud i Gaarden, betragtede nøie alle Omgivelser og kravlede op til Vinduerne for at komme efter, om Stedet egnede sig til at arrangere Spøgelse-Scener; jeg vidste ikke, om man her, ligesom paa andre Herregaarde, rigtignok i min tidligste Ungdom, havde Morskab med at arrangere spøgefulde Nattescener. Men jeg opdagede Intet, og jeg sov den Nat og flere Nætter i Ro og Tryghed.<br> En Aften kom jeg tidligere tilsengs end sædvanligt og vaagnede nu kort efter Midnat med et underligt Kuldegys; jeg følte mig uhyggelig tilmode, tænkte paa de omtalte Spøgelser, men sagde til mig selv, hvor taabelig dog denne Frygt var, hvorfor skulde her de hvide Kanniker vise sig for mig. Havde jeg ikke, da jeg endnu levede i Uvished om Henriette Wulffs Død, bedet inderligt til Gud, at det maatte forundes mig, om Sligt var muligt, at erholde et synligt eller hørligt Tegn paa, at hun var mellem de Henfarne; men Intet viiste sig, Intet fornam jeg.<br> Disse Tanker løftede mig ud af min Betagethed, men i samme Øieblik saae jeg i den bageste, mørkeste Deel af Værelset en Taageskikkelse som et Menneske. Jeg saae og saae, det isnede gjennem mig; det var ikke til at holde ud. Jeg har en dobbelt Natur: Frygtsomhed og Trang til at vide og forstaae. Jeg sprang ud af Sengen, løb mod Taagebilledet og saae nu nærved, at den blanke, ferniserede Dør, hvis to fremspringende Afsatser bleve belyste fra et Speil, der igjen gjennem Vinduet fik Lys fra den klare Sommernat, formede nogenlunde en Menneskeskikkelse. Det var Spøgeriet, jeg saae paa Børglum""</blockquote> <p>(fortsættelsen af <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=802"">Mit Livs Eventyr</a>.</em> Her beretter HCA i det følgende om to andre spøgerier, han har oplevet, men som begge på samme vis finder en naturlig forklaring. En ældre præsteenke, som han engang fortæller en af historierne til, bliver dybt skuffet over opløsningen af det interessante spøgeri: ""Hvor kunde dog De, som er en Digter, nænne at løse saadant op til Ingenting!"").<br> Fra Børglum Kloster udflugter til Løkken og Rubjerg klitter.</p>","<p>Sails in a barge across the Limfjord to Nørresundby, where he is collected by Christian Michael Rottbøll, landowner, and taken by carriage to Børglum Kloster (formerly a convent, now estate).</p> <blockquote> <p>""I was given a good room in which Bishop Kierkegaard had once stayed and seen ghosts, a flock of Catholic priests from the Middle Ages""<br> (the diary, same day).</p> </blockquote> <p>HCA is very absorbed in the haunting at Børglum:</p> <blockquote> <p>""The first thing I then had to do was to [...] examine the room from floor to ceiling; in fact, I went out into the garden, looked carefully at the surroundings and climbed up to the windows in order to see if the location was suitable for setting up ghost scenes; I did not know if it was the custom here, as in other manor-houses - in my earliest youth to be sure - to amuse oneself by arranging ghostly night-scenes. But I discovered nothing, and I slept calmly and safely that night and several more.<br> One night I went to bed earlier than usual and then woke up shortly before midnight, seized by a strange shivering; I felt frightened, thought of the ghosts that had been mentioned, but said to myself; how foolish this fear really is. Why should the priests in white appear before me. Did I not, while I still lived with the uncertain knowledge of Jette Wulff's death, pray fervently to God asking that I might, if such a thing were possible, receive a visible or audible sign if she was amongst the deceased; but no sign appeared, I felt nothing.<br> These thoughts lifted my spirits, but at that same moment I saw, at the end of the room in the darkness, a misty human-like figure. I looked and looked and my blood ran cold with terror; it was unbearable. By nature, I am fearful yet desirous to know and understand. I jumped out of bed, ran towards the misty image and then saw, now closer to the object, that the shiny, varnished door had two protruding ledges, lit up by a mirror, which in turn received light that streamed through the window on a clear summer night. This had created a shape somewhat like a human figure. That was the haunting I witnessed at Børglum""</p> </blockquote> <p>(from the continuation of <em>Mit Livs Eventyr (The Fairy Tale of My Life).</em> Here, HCA also mentions two other hauntings he had experienced, but which both turn out to have natural explanations. An elderly minister's widow, to whom he tells one of the stories, is very disappointed by the solving of the interesting haunting: ""How ever could you, a writer, find it in your heart to undo something like that into nothing!"").<br> From Børglum Kloster there are outings to Løkken, a seaside town. Also outings to the sand dunes at Rubjerg.</p>",,,,Den store Jyllands-rejse,The Great Journey to Jutland,814
